Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,4.9,5,5,5,5,5,4.9,4.8,4.6,4.4,4.3,4.1,4,4,3.9,4,4,4.1,4.1,4.1,..,..
Afghanistan,AFG,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,..,..,..,4.8,4.8,4.6,4.6,4.6,4.5,4.4,4.3,4.2,4,3.9,3.8,3.7,3.7,3.6,3.6,3.6,3.4,3.5,3.6,..,..
Afghanistan,AFG,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,..,..,..,5,5.2,5.4,5.3,5.4,5.4,5.4,5.3,5.1,4.8,4.6,4.5,4.3,4.3,4.2,4.3,4.4,4.6,4.6,4.6,..,..
Afghanistan,AFG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.655,12.348,12.037,11.718,11.387,11.048,10.704,10.356,10.003,9.645,9.287,8.932,8.584,8.25,7.936,7.645,7.38,7.141,6.929,6.742,6.575,6.423,6.285,6.157,..
Afghanistan,AFG,"Population ages 0-14, female",SP.POP.0014.FE.IN,4515377,4640145,4772697,4941837,5137506,5353947,5579221,5792148,5976085,6173718,6354167,6523612,6692547,6868889,7024632,7173441,7311698,7434608,7538168,7640116,7732304,7814309,7885531,7947146,8010458
Afghanistan,AFG,"Population ages 0-14, male",SP.POP.0014.MA.IN,4841218,4943489,5056016,5218183,5411610,5640277,5885568,6114720,6301959,6511422,6688306,6846070,7008078,7192151,7341865,7500396,7657099,7796013,7905639,8024679,8122731,8203122,8271660,8333700,8401013
Afghanistan,AFG,"Population ages 0-14, total",SP.POP.0014.TO,9356593,9583636,9828707,10160022,10549109,10994238,11464836,11906924,12278044,12685156,13042470,13369666,13700611,14061038,14366484,14673818,14968789,15230632,15443806,15664814,15855058,16017446,16157198,16280845,16411474
Afghanistan,AFG,"Population ages 15-64, female",SP.POP.1564.FE.IN,4596996,4676699,4770582,4901895,5097016,5339888,5610866,5883477,6140838,6325599,6487043,6642357,6815683,7023445,7302694,7627967,7986446,8358558,8730445,9076529,9413852,9749017,10092939,10452059,10816707
Afghanistan,AFG,"Population ages 15-64, male",SP.POP.1564.MA.IN,4946928,5015263,5103716,5241777,5469968,5756830,6074051,6384124,6663946,6827106,6955667,7076163,7223804,7421549,7739084,8115940,8533346,8963516,9386355,9750113,10100169,10444644,10796549,11164198,11535866
Afghanistan,AFG,"Population ages 15-64, total",SP.POP.1564.TO,9543910,9691968,9874319,10143670,10567001,11096697,11684838,12267512,12804785,13152676,13442717,13718559,14039528,14444996,15041824,15743958,16519812,17322062,18116800,18826589,19513959,20193609,20889465,21616257,22352572
Afghanistan,AFG,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,232512,236654,240979,246717,254716,264833,276150,287338,297667,309845,320362,330587,342521,357421,374724,395096,417170,438835,458824,479389,497970,515553,533560,552871,573282
Afghanistan,AFG,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,224095,225520,226857,229548,236176,244999,255015,264882,273779,285368,294997,303492,312173,322056,334412,348538,363833,379274,394172,412202,429085,445277,461518,478367,498102
Afghanistan,AFG,"Population ages 65 and above, total",SP.POP.65UP.TO,456623,462165,467820,476265,490882,509839,531197,552252,571446,595225,615355,634055,654668,679477,709103,743602,780991,818110,852997,891625,927094,960867,995094,1031239,1071382
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,9344885,9553498,9784258,10090449,10489238,10958668,11466237,11962963,12414590,12809162,13161572,13496556,13850751,14249755,14702050,15196504,15715314,16232001,16727437,17196034,17644126,18078879,18512030,18952076,19400447
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,10012241,10184272,10386589,10689508,11117754,11642106,12214634,12763726,13239684,13623896,13938970,14225725,14544055,14935756,15415361,15964874,16554278,17138803,17686166,18186994,18651985,19093043,19529727,19976265,20434981
Afghanistan,AFG,"Population, total",SP.POP.TOTL,19357126,19737770,20170847,20779957,21606992,22600774,23680871,24726689,25654274,26433058,27100542,27722281,28394806,29185511,30117411,31161378,32269592,33370804,34413603,35383028,36296111,37171922,38041757,38928341,39835428
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,33.7,..,..,..,38.3,..,..,..,..,54.5,..,..,..,..,..
Angola,AGO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,8.7,8.6,8.6,8.8,8.6,8.1,8.6,7.4,7.5,6.7,7,6.6,6.9,6.9,6.4,6.5,6.2,6,6,6.1,..,..
Angola,AGO,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,..,..,..,3.3,3.2,3.4,3.6,3.6,3.4,3.6,3,3.2,2.7,2.9,2.7,2.7,2.6,2.4,2.6,2.6,2.4,2.3,2.3,..,..
Angola,AGO,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,..,..,..,14.2,14.1,13.8,13.9,13.6,12.8,13.6,11.9,12,10.8,11.2,10.6,11.2,11.3,10.4,10.5,10,9.7,9.8,10,..,..
Angola,AGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.952,18.706,18.404,18.036,17.597,17.09,16.522,15.903,15.24,14.539,13.815,13.085,12.367,11.68,11.039,10.451,9.921,9.454,9.052,8.716,8.432,8.19,7.981,7.798,..
Angola,AGO,"Population ages 0-14, female",SP.POP.0014.FE.IN,3553953,3664043,3775416,3889101,4017710,4147984,4282405,4424434,4576744,4751540,4934578,5125026,5320149,5517269,5730658,5941834,6151428,6359972,6566961,6776879,6984656,7189750,7391526,7590076,7790007
Angola,AGO,"Population ages 0-14, male",SP.POP.0014.MA.IN,3518997,3627595,3737379,3849534,3977967,4108411,4242893,4384193,4534509,4708201,4888928,5076743,5270779,5469888,5688059,5908107,6129427,6350390,6569082,6794455,7015196,7231974,7446078,7658353,7870657
Angola,AGO,"Population ages 0-14, total",SP.POP.0014.TO,7072950,7291638,7512795,7738638,7995677,8256395,8525293,8808623,9111255,9459742,9823509,10201777,10590934,10987155,11418718,11849941,12280862,12710363,13136045,13571355,13999872,14421730,14837599,15248424,15660639
Angola,AGO,"Population ages 15-64, female",SP.POP.1564.FE.IN,3697944,3830325,3970818,4119184,4262217,4414967,4578281,4753006,4939226,5124894,5324137,5534227,5752731,5978558,6195251,6423190,6661728,6910836,7171195,7435711,7711816,8000119,8301453,8616194,8938951
Angola,AGO,"Population ages 15-64, male",SP.POP.1564.MA.IN,3718930,3842754,3975380,4116802,4251553,4396602,4551948,4717292,4892160,5060774,5241247,5431983,5631524,5839147,6038126,6248274,6468908,6700096,6942530,7183297,7437436,7705079,7986290,8281395,8585326
Angola,AGO,"Population ages 15-64, total",SP.POP.1564.TO,7416871,7673080,7946204,8235987,8513768,8811564,9130222,9470294,9831387,10185668,10565378,10966210,11384253,11817708,12233379,12671462,13130634,13610929,14113725,14618993,15149241,15705197,16287753,16897592,17524300
Angola,AGO,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,207721,215489,223582,232173,241868,251804,261549,270446,278164,285791,292305,298253,304385,311143,319927,329349,338829,347477,354980,363537,370978,378459,387541,399128,414513
Angola,AGO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,174027,179394,184295,188683,194438,199650,204401,208767,212801,218705,224165,229404,234707,240242,248639,257171,265466,273002,279632,288603,296687,304406,312411,321122,334157
Angola,AGO,"Population ages 65 and above, total",SP.POP.65UP.TO,381751,394883,407872,420852,436308,451459,465962,479221,490962,504495,516473,527649,539088,551384,568563,586522,604290,620481,634610,652134,667656,682860,699947,720252,748672
Angola,AGO,"Population, female",SP.POP.TOTL.FE.IN,7459618,7709857,7969817,8240458,8521795,8814755,9122235,9447886,9794134,10162225,10551020,10957506,11377265,11806970,12245836,12694373,13151985,13618285,14093136,14576127,15067450,15568328,16080520,16605398,17143471
Angola,AGO,"Population, male",SP.POP.TOTL.MA.IN,7411954,7649743,7897054,8155019,8423958,8704663,8999242,9310252,9639470,9987680,10354340,10738130,11137010,11549277,11974824,12413552,12863801,13323488,13791244,14266355,14749319,15241459,15744779,16260870,16790140
Angola,AGO,"Population, total",SP.POP.TOTL,14871572,15359600,15866871,16395477,16945753,17519418,18121477,18758138,19433604,20149905,20905360,21695636,22514275,23356247,24220660,25107925,26015786,26941773,27884380,28842482,29816769,30809787,31825299,32866268,33933611
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.3,..,..,..
Bangladesh,BGD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,6,5.7,5.3,5.1,4.9,4.9,5,4.9,4.7,4.6,4.4,4,3.7,3.5,3.5,3.4,3.4,3.5,3.6,3.7,..,..
Bangladesh,BGD,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,..,..,..,3.3,3.2,3.1,3,2.8,2.8,2.9,2.8,2.6,2.6,2.4,2.2,2.2,2,1.8,1.8,1.7,1.6,1.6,1.7,..,..
Bangladesh,BGD,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,..,..,..,8.7,8,7.5,7.1,6.8,6.9,7,7,6.8,6.5,6.3,5.6,5.1,5,5.1,5,5.1,5.3,5.5,5.7,..,..
Bangladesh,BGD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.603,7.321,7.082,6.883,6.717,6.574,6.444,6.322,6.205,6.092,5.987,5.892,5.807,5.734,5.673,5.625,5.589,5.565,5.549,5.539,5.533,5.529,5.526,5.524,..
Bangladesh,BGD,"Population ages 0-14, female",SP.POP.0014.FE.IN,22775381,22917371,23033717,23119882,23243105,23333388,23392080,23418829,23410517,23408112,23367278,23298862,23215287,23122275,22974868,22833971,22695206,22549510,22393138,22227798,22050648,21872927,21707562,21557302,21405357
Bangladesh,BGD,"Population ages 0-14, male",SP.POP.0014.MA.IN,23706563,23853161,23971488,24058654,24201512,24310347,24379309,24400643,24368435,24377766,24336404,24258887,24168929,24082592,23926223,23789171,23658247,23516040,23355679,23195495,23019934,22838157,22664419,22504586,22350996
Bangladesh,BGD,"Population ages 0-14, total",SP.POP.0014.TO,46481970,46770564,47005230,47178540,47444711,47643895,47771560,47819589,47778952,47785909,47703691,47557751,47384233,47204866,46901167,46623244,46353532,46065580,45748820,45423270,45070552,44711068,44371981,44061889,43756363
Bangladesh,BGD,"Population ages 15-64, female",SP.POP.1564.FE.IN,33523920,34531973,35555931,36588719,37569470,38566099,39566278,40556589,41531247,42432861,43326422,44215584,45107898,46011826,46942253,47865923,48793443,49741049,50714952,51694770,52700679,53707370,54681540,55605603,56470606
Bangladesh,BGD,"Population ages 15-64, male",SP.POP.1564.MA.IN,35865345,36886973,37925332,38970535,39937379,40917506,41892291,42838162,43741407,44482064,45183061,45869498,46572888,47316700,48166330,49040218,49941512,50870213,51818200,52745990,53691198,54633816,55546280,56413569,57211298
Bangladesh,BGD,"Population ages 15-64, total",SP.POP.1564.TO,69389246,71418923,73481243,75559254,77506783,79483489,81458456,83394678,85272649,86914914,88509490,90085073,91680752,93328526,95108484,96906019,98734867,100611229,102533152,104440785,106391908,108341203,110227827,112019174,113681901
Bangladesh,BGD,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2044777,2143924,2246806,2354263,2458667,2561165,2662942,2766137,2872147,2992670,3110843,3224006,3329318,3425640,3546319,3661946,3768163,3858606,3931040,4005673,4065026,4119299,4183280,4267370,4395825
Bangladesh,BGD,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2244585,2349416,2456381,2565809,2678576,2789572,2898698,3006069,3111752,3227681,3336373,3437327,3530475,3616400,3717141,3814504,3904842,3981967,4043278,4107425,4157936,4205144,4263092,4340953,4469412
Bangladesh,BGD,"Population ages 65 and above, total",SP.POP.65UP.TO,4289355,4493331,4703182,4920068,5137215,5350694,5561582,5772162,5983904,6220331,6447200,6661340,6859810,7042041,7263483,7476470,7673014,7840576,7974315,8113096,8222961,8324441,8446365,8608320,8865230
Bangladesh,BGD,"Population, female",SP.POP.TOTL.FE.IN,58344078,59593268,60836454,62062864,63271242,64460652,65621300,66741555,67813911,68833643,69804543,70738452,71652503,72559741,73463440,74361840,75256812,76149165,77039130,77928241,78816353,79699596,80572382,81430275,82271788
Bangladesh,BGD,"Population, male",SP.POP.TOTL.MA.IN,61816493,63089550,64353201,65594998,66817467,68017425,69170298,70244874,71221594,72087511,72855838,73565712,74272292,75015692,75809694,76643893,77504601,78368220,79217157,80048910,80869068,81677117,82473791,83259108,84031706
Bangladesh,BGD,"Population, total",SP.POP.TOTL,120160571,122682818,125189655,127657862,130088709,132478077,134791598,136986429,139035505,140921154,142660381,144304164,145924795,147575433,149273134,151005733,152761413,154517385,156256287,157977151,159685421,161376713,163046173,164689383,166303494
Bangladesh,BGD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,48.9,..,..,..,..,40,..,..,..,..,31.5,..,..,..,..,..,24.3,..,..,..,..,..
France,FRA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,20.2,19.5,19.8,20.1,19.5,19.1,18.5,17.9,18.2,18.4,18.2,18,17.8,17,15.6,15.8,14.9,14.6,14.2,13.8,..,..
France,FRA,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,..,..,..,11.7,11.3,11.9,11.6,11.5,11.1,10.6,10.4,10.4,10.4,10.4,9.9,9.7,9.4,8.8,8.4,8,8,7.8,7.6,..,..
France,FRA,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,..,..,..,29.2,28.1,28.2,29.2,28,27.7,26.8,26,26.7,27,26.5,26.6,26.4,25,22.9,23.7,22.3,21.7,21.1,20.4,..,..
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.1,9.1,9.1,8.9,8.8,8.8,9.1,8.3,8.5,8.3,8.3,8.5,8.5,8.5,8.4,8.7,8.7,8.4,8.9,8.9,9.1,9.1,9.1,9.9,..
France,FRA,"Population ages 0-14, female",SP.POP.0014.FE.IN,5656705,5637026,5623643,5620546,5642976,5658208,5669169,5683463,5702443,5739885,5776401,5811378,5841954,5866623,5898851,5927848,5952965,5967612,5965483,5947300,5920989,5887991,5851167,5813847,5772330
France,FRA,"Population ages 0-14, male",SP.POP.0014.MA.IN,5926074,5907217,5895981,5896192,5917046,5931110,5941835,5958062,5981793,6016991,6053913,6090545,6122820,6149057,6181550,6210537,6235792,6250543,6247729,6226847,6197685,6161028,6120476,6081170,6034771
France,FRA,"Population ages 0-14, total",SP.POP.0014.TO,11582788,11544252,11519629,11516741,11560115,11589482,11611205,11641682,11684236,11757020,11830508,11902095,11964878,12015680,12080462,12138463,12188809,12218166,12213213,12174167,12118737,12049134,11971760,11895017,11807262
France,FRA,"Population ages 15-64, female",SP.POP.1564.FE.IN,19606163,19673307,19776282,19918366,20066357,20225136,20386811,20556237,20727736,20874298,21008354,21122518,21203142,21244448,21260654,21243891,21211235,21169272,21117850,21082936,21069176,21063677,21046721,21015328,20995979
France,FRA,"Population ages 15-64, male",SP.POP.1564.MA.IN,19438082,19486415,19571406,19696452,19809722,19934536,20065099,20208327,20360543,20483192,20597340,20696342,20768228,20808923,20804871,20775720,20739394,20699421,20652157,20599784,20567884,20545321,20517315,20485902,20462350
France,FRA,"Population ages 15-64, total",SP.POP.1564.TO,39044274,39159742,39347706,39614814,39876234,40159945,40452224,40764790,41088280,41357725,41606000,41819122,41971517,42053369,42065655,42019760,41950712,41868703,41770003,41682778,41637179,41609176,41564189,41501232,41458611
France,FRA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,5583003,5659623,5740775,5827800,5899741,5970479,6037668,6101582,6162098,6207765,6238572,6269452,6323567,6417430,6526752,6673633,6852919,7041234,7219012,7368939,7518419,7662353,7800798,7942144,8065153
France,FRA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3754813,3822696,3888621,3953144,4021591,4085798,4144297,4197230,4244745,4299244,4341647,4384745,4447322,4541025,4670113,4828185,5006380,5183983,5346042,5498298,5643866,5781561,5912449,6041516,6168761
France,FRA,"Population ages 65 and above, total",SP.POP.65UP.TO,9337780,9482290,9629373,9780945,9921083,10055839,10181451,10298428,10406840,10506632,10579719,10653762,10770640,10958455,11196672,11501591,11859164,12225198,12565056,12867160,13162103,13443620,13712978,13983659,14233470
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,30845871,30969956,31140700,31366712,31609073,31853822,32093648,32341282,32592276,32821949,33023327,33203347,33368664,33528500,33686256,33845372,34017119,34178119,34302345,34399175,34508584,34614021,34698686,34771320,34833461
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,29118970,29216328,29356008,29545788,29748359,29951444,30151232,30363619,30587080,30799427,30992900,31171632,31338371,31499005,31656533,31814442,31981566,32133948,32245927,32324929,32409436,32487909,32550240,32608588,32665882
France,FRA,"Population, total",SP.POP.TOTL,59964841,60186284,60496708,60912500,61357432,61805266,62244880,62704901,63179356,63621376,64016227,64374979,64707035,65027505,65342789,65659814,65998685,66312067,66548272,66724104,66918020,67101930,67248926,67379908,67499343
France,FRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8,..,..
Ethiopia,ETH,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,9.7,9.3,8.9,8.6,8.3,8.1,7.8,7.7,7.6,7.4,7.1,6.7,6.1,5.7,5.5,5.5,5.5,5.4,5.4,5.4,..,..
Ethiopia,ETH,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,..,..,..,6.1,6,5.8,5.7,5.5,5.4,5.2,5.1,5,4.8,4.4,4.1,3.6,3.2,3.2,3.2,3.1,3.1,3.1,3.1,..,..
Ethiopia,ETH,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,..,..,..,13.3,12.5,12,11.5,11.1,10.7,10.5,10.4,10.3,10,9.7,9.3,8.6,8.1,7.8,7.9,7.8,7.7,7.7,7.7,..,..
Ethiopia,ETH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.44,14.987,14.517,14.024,13.498,12.938,12.35,11.741,11.126,10.517,9.932,9.383,8.883,8.441,8.06,7.734,7.455,7.218,7.017,6.844,6.691,6.551,6.418,6.289,..
Ethiopia,ETH,"Population ages 0-14, female",SP.POP.0014.FE.IN,14025605,14434363,14835822,15236551,15706074,16169168,16632046,17096168,17554561,17970349,18368922,18747801,19108148,19455449,19776433,20093552,20405304,20709988,21008252,21347860,21672523,21991395,22315932,22650860,23014334
Ethiopia,ETH,"Population ages 0-14, male",SP.POP.0014.MA.IN,14295694,14712179,15122700,15533329,16022309,16502165,16980481,17461497,17939386,18374700,18792996,19189146,19563289,19922777,20251247,20576695,20897376,21211519,21519145,21876352,22218347,22553620,22892665,23239887,23620194
Ethiopia,ETH,"Population ages 0-14, total",SP.POP.0014.TO,28321306,29146560,29958535,30769881,31728415,32671355,33612524,34557653,35493947,36345061,37161977,37937051,38671534,39378224,40027759,40670322,41302714,41921504,42527396,43224175,43890819,44544971,45208570,45890745,46634522
Ethiopia,ETH,"Population ages 15-64, female",SP.POP.1564.FE.IN,15464001,15926721,16410572,16920571,17383112,17876408,18392308,18925570,19480888,20087889,20731441,21418879,22155327,22939552,23790735,24681242,25608379,26568105,27554654,28520778,29520941,30542875,31571709,32600197,33610463
Ethiopia,ETH,"Population ages 15-64, male",SP.POP.1564.MA.IN,15028291,15488835,15970985,16480344,16928361,17412019,17921409,18447785,18994484,19584338,20211219,20888689,21627852,22428775,23315041,24251683,25230870,26240849,27271147,28260367,29277088,30312454,31356973,32406504,33429676
Ethiopia,ETH,"Population ages 15-64, total",SP.POP.1564.TO,30492284,31415541,32381543,33400917,34311442,35288412,36313720,37373365,38475371,39672218,40942612,42307482,43783108,45368328,47105724,48932872,50839226,52808956,54825796,56781160,58798058,60855347,62928695,65006698,67040140
Ethiopia,ETH,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,947764,982954,1016608,1048260,1084982,1121152,1157704,1195916,1236783,1287035,1339176,1394179,1453354,1517482,1582833,1651975,1723385,1794484,1863958,1928966,1991737,2054876,2122078,2195691,2274153
Ethiopia,ETH,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,936088,962672,986321,1005754,1034584,1061178,1086633,1112572,1140208,1184894,1230589,1277542,1325953,1375927,1423639,1471835,1520479,1569319,1618297,1669138,1719290,1769190,1819370,1870444,1927406
Ethiopia,ETH,"Population ages 65 and above, total",SP.POP.65UP.TO,1883853,1945623,2002930,2054011,2119565,2182323,2244337,2308490,2376992,2471926,2569754,2671703,2779281,2893410,3006445,3123788,3243853,3363804,3482261,3598126,3711049,3824092,3941462,4066140,4201564
